Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source
2023-05-01 17:40:57,185.161.215.251,43.58.49.240,57164,60884,UDP,635,Data,FTP,Iure labore repellat quam deserunt praesentium. Mollitia tempore dolorem debitis mollitia alias tenetur. Laudantium sed harum inventore vitae non. Ut dolores cumque quam vitae.,IoC Detected,79.59,,DDoS,Known Pattern A,Ignored,Low,Miraya Sarkar,Opera/8.88.(Windows NT 6.0; da-DK) Presto/2.9.167 Version/10.00,Segment A,"Hospet, Uttar Pradesh",177.202.158.17,,,Firewall
2022-01-28 17:16:06,168.170.166.0,123.62.63.173,59006,65358,UDP,1009,Data,FTP,"Fugiat ut placeat veniam nihil dignissimos nostrum. Sed in labore error repudiandae nisi.
Distinctio quisquam architecto ut. Ut architecto exercitationem.",,44.95,,Intrusion,Known Pattern A,Ignored,Medium,Amira Din,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ko-KR) AppleWebKit/533.30.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.30.5",Segment B,"Madurai, Goa",216.118.50.89,Log Data,,Server
2021-04-23 06:41:46,39.43.56.159,85.99.96.153,30804,33752,ICMP,104,Control,HTTP,In possimus suscipit aliquam. Commodi vel recusandae quae voluptas tenetur et.,,59.23,,Intrusion,Known Pattern B,Logged,High,Nayantara Jayaraman,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; mai-IN) AppleWebKit/531.23.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.23.2",Segment B,"Solapur, Nagaland",203.166.27.228,,Alert Data,Server
2020-06-12 00:13:10,164.21.30.159,202.94.236.159,17163,49109,TCP,98,Control,DNS,Quibusdam quis vitae doloribus. Alias ad repellat illum hic quidem. Excepturi praesentium ipsam non eum ut ex. Repellendus voluptate blanditiis quasi corporis officia ipsam harum.,IoC Detected,99.08,Alert Triggered,DDoS,Known Pattern A,Ignored,High,Parinaaz Basu,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/535.41.1 (KHTML, like Gecko) Version/4.0.2 Safari/535.41.1",Segment B,"Allahabad, Odisha",39.49.116.130,,,Firewall
2020-01-26 17:13:57,199.2.90.142,205.29.233.164,2926,32216,ICMP,1352,Data,DNS,Voluptatibus tempora accusamus. Maiores accusamus eos iusto. Consectetur quibusdam repellendus magni dolores dolore autem. Eum aliquam ea qui quaerat dolorum sunt.,,10.08,,Malware,Known Pattern A,Blocked,High,Amira Chawla,Opera/9.12.(X11; Linux i686; tcy-IN) Presto/2.9.187 Version/11.00,Segment B,"Imphal, Chhattisgarh",51.116.171.174,,,Server
2021-04-19 04:51:19,60.20.108.52,146.91.179.41,7889,24799,UDP,163,Data,FTP,Totam possimus facilis animi numquam ab enim. Distinctio incidunt a totam voluptates omnis aliquid. At neque debitis soluta deleniti iusto.,IoC Detected,69.26,,Malware,Known Pattern A,Logged,High,Ela Tandon,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/8205-11-24 06:54:40 Firefox/3.8,Segment B,"Siwan, Odisha",,Log Data,Alert Data,Server
2021-07-07 18:29:47,79.71.69.10,218.35.115.249,58233,22711,ICMP,765,Control,HTTP,"Itaque quis distinctio aliquam voluptates eaque repellat.
Id rem aliquid corrupti reiciendis commodi. Blanditiis fugit repellendus deserunt nostrum accusantium. Amet dolorum assumenda sed dolor.",IoC Detected,85.32,,Intrusion,Known Pattern A,Ignored,High,Hiran Srinivas,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9 rv:4.0; quz-PE) AppleWebKit/535.6.5 (KHTML, like Gecko) Version/5.0.1 Safari/535.6.5",Segment B,"Khammam, Nagaland",12.59.223.43,Log Data,,Server
2023-02-10 21:51:32,21.98.150.111,107.6.133.45,15008,47008,ICMP,802,Control,FTP,"Magnam veritatis odit itaque qui. Enim sint minima ipsa voluptas. Nostrum neque impedit.
Ea suscipit asperiores ex. Mollitia numquam inventore at. Doloremque sit quis. Ad neque fugit magnam.",IoC Detected,33.1,Alert Triggered,Malware,Known Pattern A,Ignored,High,Indrajit Thakur,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/5.1),Segment B,"Ramagundam, Sikkim",,,,Firewall
2021-10-01 15:27:00,16.179.250.143,152.147.100.97,24754,13087,TCP,1166,Control,DNS,"Porro veniam saepe.
Qui quo doloremque ipsam. Commodi ut ipsum occaecati in.
Nisi officiis a. Est aliquam fugiat reiciendis accusantium dicta perferendis. Nobis doloribus nemo occaecati.",IoC Detected,69.13,Alert Triggered,DDoS,Known Pattern B,Logged,High,Rati Rajan,Mozilla/5.0 (Android 1.1; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,Segment B,"Katihar, Himachal Pradesh",76.109.66.107,,Alert Data,Server
2023-02-01 07:56:38,68.67.210.174,13.187.74.234,8114,36998,ICMP,594,Control,HTTP,"Cumque omnis hic quos modi quo odio ullam. Temporibus dolore libero debitis explicabo enim.
Ipsa expedita nesciunt impedit sapiente. Sit nemo accusantium officia molestias sed deserunt.",,64.71,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Sumer Doshi,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_3 rv:5.0; tl-PH) AppleWebKit/533.6.4 (KHTML, like Gecko) Version/4.0.4 Safari/533.6.4",Segment C,"Guwahati, Uttarakhand",75.41.99.44,,,Firewall
2023-03-19 13:04:03,173.157.55.33,102.245.0.156,44284,9549,TCP,1343,Data,DNS,"Id iure ab asperiores nisi. Error nisi beatae delectus. Beatae neque iure labore.
Expedita quis quia officiis. Eius molestias incidunt debitis nisi modi ut.",,25.5,,DDoS,Known Pattern A,Logged,Low,Prisha Sinha,Opera/8.35.(X11; Linux i686; lb-LU) Presto/2.9.183 Version/10.00,Segment B,"Thoothukudi, Gujarat",160.69.6.182,,Alert Data,Server
2021-12-21 11:04:19,154.223.61.104,213.121.30.87,20881,10028,ICMP,601,Data,FTP,"Dicta fugit laudantium possimus. Quo cupiditate deleniti. A ea fugiat dolorum.
Dolorem sapiente excepturi consequatur. Error pariatur eveniet blanditiis veritatis commodi temporibus.",IoC Detected,5.69,,Intrusion,Known Pattern B,Logged,Medium,Shlok Bedi,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/7154-12-23 22:40:30 Firefox/3.8,Segment A,"Ludhiana, Haryana",96.173.241.65,Log Data,Alert Data,Server
2021-09-30 13:02:45,68.138.157.220,120.103.213.252,59764,51698,UDP,1457,Control,DNS,Officia ut ducimus. Necessitatibus nostrum deleniti animi. Rerum totam cupiditate.,IoC Detected,89.52,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Kiara Kari,Mozilla/5.0 (Windows NT 4.0; ln-CD; rv:1.9.2.20) Gecko/3852-03-31 18:49:30 Firefox/3.6.18,Segment A,"Bhatpara, Sikkim",,Log Data,Alert Data,Firewall
2022-09-26 21:06:34,71.145.123.250,51.97.120.22,9595,13454,UDP,886,Data,HTTP,"Tempora repellendus pariatur sint. Possimus natus eos laudantium quod non vero.
Dignissimos magni non placeat modi. Fugit asperiores blanditiis ipsa officia debitis nesciunt exercitationem.",,82.38,,Malware,Known Pattern A,Blocked,Medium,Myra Wagle,Opera/9.50.(Windows 95; nn-NO) Presto/2.9.184 Version/11.00,Segment B,"Serampore, Meghalaya",,,,Firewall
2020-02-04 05:31:25,119.205.113.20,213.44.13.67,60733,41426,TCP,1066,Control,DNS,Facilis voluptate minus quibusdam ipsam. Illo numquam numquam. Esse delectus eius doloribus odit. Incidunt quidem cumque optio ipsam alias.,,46.34,,DDoS,Known Pattern A,Blocked,Medium,Veer Batta,Opera/9.88.(Windows CE; ne-NP) Presto/2.9.173 Version/11.00,Segment C,"Ichalkaranji, Maharashtra",66.64.136.181,,Alert Data,Firewall
2021-04-04 20:10:22,63.137.101.136,82.166.158.78,5831,64345,ICMP,748,Control,DNS,"Iure delectus eos. Officiis occaecati debitis eos nulla non quis. Repellat ad ipsa suscipit.
Eum culpa quia distinctio nemo officia. Odio porro aliquid ratione officia atque doloribus sapiente.",,65.36,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Gatik Vyas,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/18.9v9162.0 Mobile/01K206 Safari/536.2",Segment A,"Nagaon, Uttarakhand",,Log Data,Alert Data,Firewall
2020-06-21 09:02:36,1.227.78.78,16.6.157.166,25358,53557,TCP,866,Control,HTTP,"Molestiae dolorum labore ullam ipsam dignissimos facilis. Consectetur possimus quas perspiciatis ab quae.
Consectetur ipsam ea quod vero. Incidunt sed quaerat vitae itaque deserunt fugit.",IoC Detected,67.26,,Intrusion,Known Pattern B,Logged,High,Zaina Rege,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.1),Segment C,"Raichur, Odisha",192.75.251.222,,Alert Data,Firewall
2020-06-08 00:15:25,61.117.133.168,194.149.186.231,55490,38187,UDP,1188,Control,FTP,"Nam modi temporibus inventore. Ullam unde officia recusandae a nemo.
At necessitatibus cum. Odio ut accusamus dignissimos dolor itaque in.",IoC Detected,36.73,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Samar Dhar,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/7935-02-12 18:52:20 Firefox/3.6.1,Segment C,"Kulti, Chhattisgarh",208.215.204.110,,Alert Data,Server
2022-11-08 21:40:00,81.116.169.81,100.246.139.245,51526,5349,UDP,332,Control,DNS,Debitis dolorum fuga molestiae eaque. Amet illum ea labore cumque rerum possimus.,IoC Detected,29.11,,Malware,Known Pattern B,Blocked,High,Raunak Chowdhury,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/4.1),Segment A,"Bharatpur, Odisha",,Log Data,Alert Data,Firewall
2022-12-18 08:34:14,32.200.204.179,150.222.191.107,16124,14481,TCP,670,Control,FTP,"Neque perferendis iure libero. Deserunt ipsa quam aut animi.
Eius sed amet repudiandae nesciunt laboriosam quis. Aut quibusdam incidunt ducimus. Quae veritatis soluta repellat fugit corrupti iste.",IoC Detected,79.44,,Intrusion,Known Pattern A,Ignored,Low,Tejas Sane,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_0) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/23.0.818.0 Safari/532.2",Segment B,"Pudukkottai, Sikkim",35.105.26.135,Log Data,,Firewall
2021-11-03 05:46:07,155.130.165.253,200.170.75.164,51666,26034,TCP,952,Data,FTP,"Distinctio modi libero tempora ad fuga.
Unde commodi saepe soluta corporis necessitatibus laborum neque. Iste fuga repellendus corporis.",,55.87,,Malware,Known Pattern B,Ignored,High,Nehmat Jhaveri,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.0),Segment A,"Madanapalle, Odisha",,,Alert Data,Server
2020-04-27 16:30:38,143.34.5.224,61.70.129.101,36136,33406,UDP,1368,Control,HTTP,"Nobis provident alias soluta voluptatem totam.
Perspiciatis ut veritatis consequatur sed sit ad itaque. Eius architecto illum alias sint. Beatae consequuntur autem ratione.",,25.92,,Intrusion,Known Pattern A,Logged,High,Kavya Sura,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/35.0.878.0 Safari/534.1",Segment C,"Hosur, Uttar Pradesh",,Log Data,,Firewall
2020-02-14 17:12:34,168.123.160.104,103.58.219.191,38108,65463,ICMP,633,Control,FTP,"Aut atque harum delectus neque. Ad iure necessitatibus minus cum vero eaque.
Cupiditate velit dignissimos ea itaque minus inventore. Sit est quibusdam blanditiis nihil.",,36.51,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Dhanuk Yogi,Mozilla/5.0 (Android 2.3.7; Mobile; rv:66.0) Gecko/66.0 Firefox/66.0,Segment A,"Udaipur, Jharkhand",207.186.6.239,Log Data,Alert Data,Firewall
2020-10-23 01:41:34,87.194.220.146,178.242.135.8,49635,23753,ICMP,674,Control,FTP,Consequuntur sint minima nulla totam quam rem facere. Nesciunt atque a dicta molestiae ex eum.,,30.17,,Intrusion,Known Pattern A,Blocked,Low,Anay Mangat,Opera/8.66.(X11; Linux x86_64; ga-IE) Presto/2.9.172 Version/10.00,Segment B,"Guwahati, Nagaland",,Log Data,Alert Data,Firewall
2023-08-31 16:40:15,170.125.93.184,107.143.116.223,10239,55075,ICMP,76,Data,HTTP,"Veritatis quibusdam similique perspiciatis.
Eaque eligendi eius in dignissimos eaque. Ad amet error deserunt ea. Sint id impedit quibusdam tenetur dolorum deserunt quasi.",,88.79,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Aayush Apte,Opera/8.23.(X11; Linux x86_64; nn-NO) Presto/2.9.172 Version/12.00,Segment C,"Khammam, Uttarakhand",38.252.186.8,Log Data,Alert Data,Firewall
2021-04-17 14:11:38,190.194.43.175,202.93.1.145,61174,49338,TCP,389,Control,FTP,Ab eaque est repudiandae totam enim nesciunt. Omnis repudiandae inventore pariatur maiores sunt cupiditate.,,32.75,,DDoS,Known Pattern A,Ignored,Low,Anahi Basak,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/7805-07-19 19:31:47 Firefox/3.6.6,Segment A,"Morbi, Jharkhand",106.161.27.202,Log Data,Alert Data,Firewall
2021-02-07 19:45:48,30.100.17.89,3.104.11.98,26202,31829,ICMP,125,Control,FTP,"Nemo nam veniam iste quae. Illo nisi amet reprehenderit voluptatem id.
Fugit quod atque quidem amet cum maiores recusandae. Vero saepe corrupti quos.",,52.09,,Intrusion,Known Pattern A,Blocked,Low,Kabir Saraf,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.1),Segment B,"Kozhikode, Telangana",,,Alert Data,Firewall
2022-03-21 08:54:47,92.243.253.178,118.92.51.99,7221,13171,UDP,1062,Data,DNS,"Qui dolorem facilis rem. Consectetur quibusdam natus quis architecto beatae ad.
Iste quasi amet temporibus quis rem.",IoC Detected,18.37,,DDoS,Known Pattern B,Blocked,High,Hridaan Devi,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.7.7 (KHTML, like Gecko) Version/4.0.1 Safari/534.7.7",Segment A,"Mira-Bhayandar, Goa",,,Alert Data,Server
2021-06-07 13:54:08,204.247.66.81,196.74.160.27,26397,43727,TCP,1364,Control,FTP,Quibusdam non culpa quidem eligendi facilis laudantium facilis. Explicabo cupiditate nihil deserunt nam voluptate. Explicabo ipsa quisquam eum incidunt rerum at.,IoC Detected,71.51,,DDoS,Known Pattern A,Logged,Medium,Parinaaz Som,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/61.0.820.0 Safari/533.0",Segment C,"Mysore, Andhra Pradesh",,Log Data,,Firewall
2023-04-16 00:53:27,151.177.15.119,25.208.75.98,32905,10091,UDP,777,Data,HTTP,Labore quia sed laudantium voluptate. Temporibus magnam atque sapiente sed reprehenderit cum cumque. Id sunt quisquam officiis iusto velit fugit.,,94.87,,Intrusion,Known Pattern A,Logged,Medium,Shaan Lanka,Opera/9.26.(Windows NT 6.0; mr-IN) Presto/2.9.168 Version/12.00,Segment B,"Bangalore, Arunachal Pradesh",40.183.218.238,Log Data,,Server
2022-04-15 06:06:27,115.187.100.129,191.101.91.185,21766,8131,ICMP,1034,Control,DNS,Repellat doloribus corrupti ea porro voluptatum. Maiores enim occaecati architecto cupiditate. Laudantium impedit nam nesciunt eum soluta.,,27.19,,Intrusion,Known Pattern A,Ignored,Low,Bhavin Venkatesh,Opera/8.21.(X11; Linux i686; gd-GB) Presto/2.9.182 Version/11.00,Segment B,"Mirzapur, Tripura",221.101.200.45,,,Server
2023-04-05 19:45:39,61.38.166.226,54.244.234.75,57392,7988,TCP,461,Control,HTTP,"Nemo molestiae dolor ipsam aspernatur.
Velit beatae eveniet iure voluptatem. Asperiores illo qui porro quisquam veniam. Unde hic quo laborum nemo corporis nisi dolor.",,5.14,Alert Triggered,Malware,Known Pattern A,Logged,High,Vanya Wali,"Mozilla/5.0 (Linux; Android 4.1.2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/62.0.859.0 Safari/531.2",Segment C,"Tadipatri, Uttar Pradesh",,,,Server
2022-01-02 01:04:09,143.43.16.42,10.252.212.222,56421,4827,ICMP,1493,Data,FTP,Sunt voluptatum fugit. Accusamus suscipit qui pariatur laudantium laborum dicta. Veritatis illum reiciendis consequuntur doloremque.,IoC Detected,44.93,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Ishaan Kanda,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; szl-PL) AppleWebKit/531.16.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6531.16.3",Segment B,"Bidar, Goa",148.112.205.33,Log Data,,Server
2020-02-01 07:50:00,24.22.27.86,214.131.7.25,50339,51724,TCP,1071,Data,FTP,Excepturi est delectus aut fugit corrupti molestiae. Laudantium aliquid debitis asperiores. Quaerat itaque nulla.,,38.48,,DDoS,Known Pattern B,Ignored,Low,Trisha Dewan,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.0),Segment B,"Muzaffarnagar, Nagaland",24.125.213.120,,,Server
2023-07-31 15:54:24,154.197.158.24,142.113.106.160,4900,57555,TCP,784,Data,DNS,"Libero dicta repellat amet accusamus.
Exercitationem ipsam optio eaque explicabo. At saepe officiis necessitatibus possimus ducimus autem. Nobis officiis ullam.",IoC Detected,7.36,,Intrusion,Known Pattern B,Logged,Medium,Mehul Saraf,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_4 rv:2.0; pl-PL) AppleWebKit/535.6.1 (KHTML, like Gecko) Version/5.0.4 Safari/535.6.1",Segment A,"Jehanabad, Mizoram",164.2.46.52,,Alert Data,Firewall
2021-01-17 10:37:02,79.236.107.245,174.255.158.43,34917,52647,TCP,140,Control,HTTP,"Id aut sit dignissimos aut eaque. Natus culpa commodi debitis.
Totam aliquid provident autem quasi officia ipsa. Sapiente fugiat ex minima pariatur.",,14.28,Alert Triggered,Malware,Known Pattern B,Ignored,High,Mohanlal Dasgupta,Opera/9.44.(Windows 95; nb-NO) Presto/2.9.179 Version/10.00,Segment A,"Ranchi, Punjab",100.217.188.124,,,Firewall
2022-04-17 03:45:43,68.65.24.201,55.246.233.228,34497,60605,ICMP,406,Control,DNS,Enim architecto necessitatibus facere similique. In cumque minus fugiat ex cumque. Perferendis corporis possimus quod ullam error.,IoC Detected,25.05,,Malware,Known Pattern B,Ignored,Low,Tushar Bains,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/3.1),Segment A,"Tumkur, Tamil Nadu",,Log Data,Alert Data,Firewall
2023-08-05 19:50:23,202.124.73.113,34.33.69.170,31452,8374,TCP,1428,Data,HTTP,"Expedita enim libero nemo. Nihil quasi consectetur fuga voluptates.
Vero ullam reiciendis deleniti. Molestias harum nulla.",IoC Detected,44.26,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Faiyaz Luthra,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0),Segment C,"Haldia, Mizoram",90.86.193.66,,,Server
2023-08-05 22:29:25,200.6.124.125,28.15.143.58,49970,3801,ICMP,678,Data,HTTP,Dolorum veniam quasi cumque aliquid nostrum. Fugiat quod soluta natus facere dolor nulla.,IoC Detected,91.24,,Intrusion,Known Pattern A,Blocked,Low,Trisha Chopra,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.36.6 (KHTML, like Gecko) Version/4.0.5 Safari/535.36.6",Segment B,"Buxar, Haryana",219.148.206.30,,Alert Data,Firewall
2021-07-30 23:32:30,6.20.28.177,4.182.63.32,61317,12952,ICMP,533,Data,DNS,"Deleniti rerum velit sunt dicta. Vero culpa laborum at illo rerum magnam.
Sed aliquid placeat voluptatem cum. Nam assumenda odio quas.",IoC Detected,73.74,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Taimur Bahri,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/20.0.832.0 Mobile/16I421 Safari/533.2",Segment B,"Etawah, Meghalaya",184.126.93.68,,,Server
2021-01-09 14:05:55,193.11.235.115,46.191.9.64,55989,39707,ICMP,141,Data,DNS,Corrupti iure reiciendis sequi amet voluptatibus ut a. Doloribus natus voluptas dolorem distinctio commodi excepturi. Doloremque repellendus esse inventore quisquam eveniet magni.,,2.22,Alert Triggered,Malware,Known Pattern A,Logged,Low,Ryan Goswami,Opera/9.36.(X11; Linux i686; unm-US) Presto/2.9.162 Version/10.00,Segment B,"Kurnool, Meghalaya",,Log Data,,Server
2023-05-23 09:49:21,113.68.57.9,166.220.193.102,12660,63702,ICMP,474,Control,DNS,Id aliquid quia laudantium fugit enim ipsa nobis. Laborum sed molestias eum. Architecto enim hic pariatur quod reprehenderit eius. Expedita voluptates fuga.,,57.07,,Malware,Known Pattern A,Blocked,Medium,Drishya Reddy,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.41.2 (KHTML, like Gecko) Version/5.0.2 Safari/532.41.2",Segment C,"Silchar, Uttar Pradesh",,Log Data,Alert Data,Firewall
2021-06-22 15:18:48,199.161.90.124,178.53.80.143,43349,64818,ICMP,1400,Data,FTP,"Cumque quia officia nostrum architecto veritatis. Nemo distinctio eos nam laborum.
Ducimus voluptatem veritatis fugiat minima officiis voluptatum. Consectetur facere odit omnis.",,69.8,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Pari Gola,Mozilla/5.0 (Android 4.2.2; Mobile; rv:57.0) Gecko/57.0 Firefox/57.0,Segment C,"Howrah, Meghalaya",80.186.182.232,Log Data,Alert Data,Firewall
2020-10-13 13:53:12,165.175.230.159,217.225.195.141,25677,60837,UDP,306,Data,DNS,"Illum distinctio reprehenderit quis ut. Quod natus corporis consequuntur maiores blanditiis praesentium distinctio.
Quo laudantium soluta consectetur soluta. Ea tempora laboriosam sint tempora.",IoC Detected,13.94,,Malware,Known Pattern A,Logged,Low,Armaan Garg,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_1 rv:4.0; cv-RU) AppleWebKit/532.39.7 (KHTML, like Gecko) Version/5.0 Safari/532.39.7",Segment B,"Farrukhabad, Meghalaya",210.120.136.25,,,Server
2020-03-29 07:16:23,159.150.207.49,38.151.96.49,17362,45740,TCP,1190,Data,FTP,"Minima nihil hic est. Voluptatibus minus quibusdam enim impedit nisi.
Nemo sit repudiandae corporis tenetur mollitia numquam fugiat. Odio laborum corporis sit quae atque eveniet.",,23.45,Alert Triggered,Intrusion,Known Pattern B,Logged,High,Hrishita Kale,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_5; rv:1.9.6.20) Gecko/7263-08-27 19:41:10 Firefox/4.0,Segment C,"Panchkula, Tamil Nadu",,,,Firewall
2022-08-17 13:51:38,40.138.132.48,52.115.255.55,23904,3357,TCP,1278,Data,DNS,"Perspiciatis nobis eos ipsam facere alias. Nam totam delectus at possimus pariatur optio.
Magnam modi molestiae. Ipsam iste adipisci voluptatibus alias laboriosam.",,62.55,,Intrusion,Known Pattern B,Ignored,High,Kiara Dey,Mozilla/5.0 (Windows NT 5.2; si-LK; rv:1.9.1.20) Gecko/3259-02-01 14:35:28 Firefox/3.8,Segment B,"Bulandshahr, Assam",163.149.6.29,,Alert Data,Firewall
2020-08-13 22:50:02,61.151.175.178,215.33.182.162,23002,58847,ICMP,1136,Control,HTTP,Quibusdam asperiores veniam maxime repellendus sunt. Sapiente in temporibus error animi eaque.,,61.63,,Intrusion,Known Pattern B,Blocked,High,Kabir Kamdar,Opera/9.66.(Windows 98; Win 9x 4.90; cmn-TW) Presto/2.9.162 Version/11.00,Segment B,"Kolkata, Tamil Nadu",,,,Firewall
2022-07-06 10:51:24,179.98.199.124,168.204.43.159,31007,11764,TCP,643,Data,HTTP,Vel libero eveniet architecto animi. Quos repellendus quidem asperiores dolorem possimus minus. Alias dicta at totam voluptatibus aperiam dolores consequatur.,IoC Detected,34.56,,Malware,Known Pattern B,Blocked,Low,Adah Mangat,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.0),Segment B,"Gangtok, Manipur",137.0.125.139,,,Server
2020-09-08 09:17:39,179.4.92.226,131.205.96.170,11437,3931,UDP,986,Data,FTP,Explicabo eos dolorem sed quibusdam molestias officiis. Consectetur fugiat minima totam fuga porro. Vitae necessitatibus voluptas. Architecto explicabo facilis asperiores ut totam sint.,,50.31,,Intrusion,Known Pattern B,Blocked,Medium,Ela Bera,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/17.0.899.0 Safari/534.2",Segment A,"Silchar, West Bengal",,Log Data,Alert Data,Server
2020-03-12 03:16:37,55.161.3.88,79.69.43.134,22874,59026,UDP,869,Control,FTP,Quas provident aspernatur inventore. Unde fugiat doloremque voluptatem.,IoC Detected,40.58,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Priyansh Sethi,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/535.5.1 (KHTML, like Gecko) Version/5.1 Safari/535.5.1",Segment A,"Dehradun, Mizoram",,Log Data,,Firewall
2020-02-16 02:41:59,216.121.38.146,220.183.92.10,28393,10011,UDP,635,Data,DNS,Nostrum corrupti cum explicabo est. Ut adipisci iusto animi ab inventore. Autem maxime quisquam exercitationem veniam itaque reprehenderit.,IoC Detected,4.93,,DDoS,Known Pattern B,Ignored,High,Hansh Sankaran,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/535.21.1 (KHTML, like Gecko) Version/5.1 Safari/535.21.1",Segment C,"Bally, Telangana",9.91.249.9,Log Data,Alert Data,Firewall
2021-10-06 02:42:16,145.109.63.170,70.139.37.132,41300,54325,TCP,1266,Data,HTTP,"Eum aliquam exercitationem atque sit. Excepturi temporibus sed cupiditate neque dignissimos. Alias esse quibusdam quasi.
Cum vitae iusto nisi odio ipsam. Aliquam nemo officiis dolore vitae cumque.",,27.3,,Malware,Known Pattern B,Ignored,Low,Saira Malhotra,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ja-JP) AppleWebKit/532.12.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6532.12.1",Segment A,"Alwar, Jharkhand",78.94.148.152,Log Data,Alert Data,Server
2020-02-19 19:23:30,204.52.30.235,213.200.142.86,62370,40226,TCP,1413,Control,FTP,Dignissimos omnis iusto iure dolores. Esse placeat harum molestiae. Tempora cumque nisi officiis reiciendis.,,39.39,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Yuvraj  Rajagopal,"Mozilla/5.0 (Linux; Android 3.2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/32.0.829.0 Safari/535.0",Segment B,"Patna, Maharashtra",,,Alert Data,Firewall
